located Name,Wattage,Price,Efficiency,Matched Tier Model,Tier,Matched Tier Model Info,Similarity,Image URL,modularity,Product URL,size,color,atxver
SeaSonic PRIME TX,1600,449.9,80+ Titanium,seasonic prime titanium tx atx 3 0,A+,,119.7,https://cdna.pcpartpicker.com/static/forever/images/product/392b0c96d99ce68ce7a17e3d53db78b7.256p.jpg,Full,,ATX,Black / Silver,ATX 3.x
SeaSonic PRIME PX-2200 ATX 3 (2024),2200,456.9,80+ Platinum,seasonic prime platinum px,A*,Will remain speculative until further testing has been conducted.,124.3,https://cdna.pcpartpicker.com/static/forever/images/product/c289fb1aaf02ceb989aaafba29c8dcb0.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone Zeus 1650R,1650,479.0,80+ Titanium,silverstone zeus atx 3 1 2024,A*,Claims all protections. More information needed.,113.41052631578948,https://m.media-amazon.com/images/I/41s7PCuHnuL.jpg,Full,,ATX,,ATX 3.x
Thermaltake Toughpower iRGB PLUS TT Premium Edition,1250,482.97,80+ Titanium,thermaltake toughpower irgb plus titanium,A,,114.22123287671232,https://m.media-amazon.com/images/I/41o6dadU-zL.jpg,Full,,ATX,Black,ATX 2.x
Silverstone HELA 2050R Platinum,2050,518.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/870499cfe309f96a36a1279153066891.256p.jpg,Full,,ATX,Black,N/A
SeaSonic PRIME TX-1600 Noctua Edition,1600,549.59,80+ Titanium,seasonic prime titanium tx noctua,A+,,105.80384615384617,https://m.media-amazon.com/images/I/31j5XP-oQhL.jpg,Full,,ATX,Brown / Black,ATX 3.x
ADATA XPG CYBERCORE II,1300,558.16,80+ Platinum,adata xpg cybercore ii,A+,Semi-digital,128.6,https://cdna.pcpartpicker.com/static/forever/images/product/87131caab991992fbf021f0490ec386e.256p.jpg,Full,,ATX,Black,ATX 3.x
ADATA XPG FUSION 1600,1600,573.0,80+ Titanium,adata xpg fusion,A+,Totem pole PFC,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/0f73a1be69a616b554b734cd93918234.256p.jpg,Full,,ATX,Black / Silver,ATX 3.x
be quiet! Dark Power Pro 12,1200,599.0,80+ Titanium,be quiet dark power pro 12,A+,"Interleaved PFC; digital operation for primary, APFC and 12V; minor rails are analog.",117.3,https://m.media-amazon.com/images/I/41v5hRa+TfL.jpg,Full,,ATX,Black,ATX 2.x
MSI MEG Ai1600T PCIE5,1600,617.9,80+ Titanium,msi meg ai t pcie5,A,Digital primary & 12V; analog minor rails & standby.,106.07948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/a11eb27dffbe9026f93a731822e5356b.256p.jpg,Full,,ATX,Black / Gold,ATX 3.x
Asus ROG THOR T3 GAMING,1600,659.0,80+ Titanium,asus rog thor titanium,A*,"Totem pole PFC, digital operation aside from 5VSB. No protections data. ROG text on the corner of the fan grille. Dual 8 pin to 12+4.",102.38571428571427,https://cdna.pcpartpicker.com/static/forever/images/product/e80b8c30491ecacce783d79550aebdb9.256p.jpg,Full,,ATX,Black,ATX 3.x
